Wall time,Step,Value
1768237586.8379462,3,0.0
1768237598.3167794,4,0.0
1768237668.0527008,10,0.0
1768237714.5495949,14,0.0003124999930150807
1768237726.1893158,15,0.0002929687616415322
1768237761.5536191,18,0.0007812499534338713
1768237773.351088,19,0.0017187499906867743
1768237785.1512704,20,0.0012499999720603228
1768237808.6898632,22,0.0006249999860301614
1768237820.3811388,23,0.0004101562371943146
1768237855.4834242,26,0.0
1768237867.170602,27,0.0
1768237995.9838178,38,0.0008007812430150807
1768238019.3721395,40,0.0006249999860301614
1768238101.15475,47,0.002714843489229679
1768238112.934931,48,0.0015625000232830644
1768238124.6443841,49,0.002363281324505806
1768238148.1106384,51,0.0036718747578561306
1768238183.2996237,54,0.004082031548023224
1768238218.500109,57,0.002792968647554517
1768238253.6004462,60,0.00439453125
1768238265.3332312,61,0.003007812425494194
1768238277.0778148,62,0.0031445310451090336
1768238288.853349,63,0.004257813096046448
1768238312.199161,65,0.0027539061848074198
1768238323.9546869,66,0.0022265624720603228
1768238335.6746266,67,0.003867187537252903
1768238347.4149039,68,0.0050195311196148396
1768238370.778779,70,0.005214843433350325
1768238382.514818,71,0.005253906361758709
1768238452.7741957,77,0.005546875298023224
1768238476.197354,79,0.0064843748696148396
1768238487.933693,80,0.007050781510770321
1768238511.246567,82,0.008906249888241291
1768238546.2887685,85,0.00673828087747097
1768238593.1781392,89,0.009531250223517418
1768238710.0777762,99,0.011289061978459358
1768238721.7413826,100,0.009433593600988388
1768238756.8258612,103,0.009414061903953552
1768238791.959281,106,0.013828124850988388
1768238803.6869938,107,0.010605469346046448
1768238827.1887388,109,0.006406249478459358
1768238909.004131,116,0.011386718600988388
1768238967.4710581,121,0.00927734375
1768239014.113022,125,0.012343750335276127
1768239025.7968044,126,0.009628906846046448
1768239049.2010462,128,0.010117188096046448
1768239072.6233897,130,0.010488281026482582
1768239084.3426137,131,0.00966796837747097
1768239142.5185137,136,0.0069726561196148396
1768239154.1780102,137,0.007890624925494194
1768239236.172908,144,0.012421874329447746
1768239259.645273,146,0.009121093899011612
1768239271.3070443,147,0.011015624739229679
1768239306.5233574,150,0.012519530951976776
1768239388.517899,157,0.007480468600988388
1768239423.5785315,160,0.010605468414723873
1768239447.0506098,162,0.01142578013241291
1768239470.48799,164,0.01064453087747097
1768239540.7919624,170,0.00937500037252903
1768239552.5443945,171,0.00917968712747097
1768239564.289889,172,0.009296874515712261
1768239599.2891812,175,0.008242187090218067
1768239610.9455855,176,0.0059960936196148396
1768239622.633659,177,0.006328124552965164
1768239669.5351562,181,0.012128906324505806
1768239704.529181,184,0.017656248062849045
1768239716.189038,185,0.017128905281424522
1768239727.9838767,186,0.01656249910593033
1768239774.765864,190,0.019023437052965164
1768239786.578742,191,0.016953125596046448
1768239798.263631,192,0.01753906160593033
1768239880.1810324,199,0.019121093675494194
1768239915.325034,202,0.02021484263241291
1768239926.9633825,203,0.018984373658895493
1768239938.6774626,204,0.020078126341104507
1768239950.3525665,205,0.027285154908895493
1768239973.7159011,207,0.028828125447034836
1768239997.0839221,209,0.021367186680436134
1768240020.4384882,211,0.024453124031424522
1768240043.8235648,213,0.02226562425494194
1768240067.1908536,215,0.025312498211860657
1768240078.8566728,216,0.022812500596046448
1768240114.0017152,219,0.02509765513241291
1768240125.7256415,220,0.025390625
1768240137.4450297,221,0.0291601549834013
1768240149.199681,222,0.03246093541383743
1768240172.541854,224,0.030214842408895493
1768240231.0022724,229,0.03919921815395355
1768240348.1445436,239,0.029511716216802597
1768240371.60221,241,0.02955077961087227
1768240406.6721091,244,0.03642578050494194
1768240418.3969882,245,0.034296873956918716
1768240430.0025334,246,0.03238281235098839
1768240523.7887828,254,0.040800780057907104
1768240570.5529644,258,0.04691405966877937
1768240582.2471032,259,0.045195311307907104
1768240594.0000675,260,0.043144531548023224
1768240617.4833596,262,0.05654296651482582
1768240711.246755,270,0.05433593690395355
1768240722.923282,271,0.05595703050494194
1768240758.1719549,274,0.05351562052965164
1768240781.5305035,276,0.0576171875
1768240804.9952583,278,0.05460937321186066
1768240828.3715932,280,0.055488280951976776
1768240851.7599123,282,0.054472655057907104
1768240863.4961143,283,0.05849609151482582
1768240886.9582546,285,0.053398437798023224
1768240910.4113867,287,0.04541015625
1768240922.1547189,288,0.055546872317790985
1768240945.5898972,290,0.06300780922174454
1768241004.021156,295,0.07289062440395355
1768241015.7365112,296,0.07685546576976776
1768241027.467521,297,0.08111327886581421
1768241039.1844802,298,0.07777343690395355
1768241132.9152684,306,0.08390624821186066
1768241156.2586868,308,0.08140625059604645
1768241168.0028183,309,0.0791015625
1768241203.1275766,312,0.06902343779802322
1768241250.0438933,316,0.07832031697034836
1768241273.4337769,318,0.09333984553813934
1768241285.2233846,319,0.10583984106779099
1768241320.353035,322,0.09728515148162842
1768241343.7367928,324,0.08714842796325684
1768241402.300791,329,0.09574218094348907
1768241425.7523034,331,0.10931640863418579
1768241437.4657247,332,0.11566406488418579
1768241495.933854,337,0.12583984434604645
1768241507.6080384,338,0.12279297411441803
1768241531.0304878,340,0.11828124523162842
1768241566.1865304,343,0.13029295206069946
1768241589.7724693,345,0.1237500011920929
1768241601.487135,346,0.12121093273162842
1768241648.384185,350,0.1379101425409317
1768241671.920272,352,0.14910155534744263
1768241695.511803,354,0.16333983838558197
1768241742.6780806,358,0.18291015923023224
1768241789.7222927,362,0.16658203303813934
1768241801.386939,363,0.18656249344348907
1768241813.175121,364,0.20005857944488525
1768241824.8885274,365,0.1951562464237213
1768241836.6420705,366,0.17710936069488525
1768241848.4199617,367,0.17511717975139618
1768241930.6886468,374,0.19464842975139618
1768241965.8860142,377,0.17134764790534973
1768241977.5959928,378,0.1653124988079071
1768242071.3160164,386,0.1742578148841858
1768242118.0505536,390,0.1877734363079071
1768242129.859088,391,0.18300780653953552
1768242141.593297,392,0.1833203136920929
1768242153.3525765,393,0.1883203089237213
1768242165.0754087,394,0.19798827171325684
1768242200.341395,397,0.19886718690395355
1768242259.0838077,402,0.2154882699251175
1768242282.4163544,404,0.20552733540534973
1768242329.4444637,408,0.22994139790534973
1768242341.127532,409,0.21970702707767487
1768242388.1342595,413,0.23863281309604645
1768242399.8638396,414,0.2509179711341858
1768242411.5722122,415,0.2659569978713989
1768242446.919649,418,0.2725585699081421
1768242482.250657,421,0.3007226586341858
1768242494.0319781,422,0.2813085913658142
1768242529.262234,425,0.28078123927116394
1768242541.0048926,426,0.28425782918930054
1768242588.1169124,430,0.2831054627895355
1768242646.9868205,435,0.3166796565055847
1768242658.768837,436,0.30796873569488525
1768242670.6146286,437,0.30199217796325684
1768242694.1461601,439,0.30292966961860657
1768242705.9949267,440,0.31490233540534973
1768242717.8431835,441,0.3204296827316284
1768242741.5387208,443,0.3240429759025574
1768242753.2632253,444,0.32591795921325684
1768242776.811658,446,0.2975195050239563
1768242824.1154006,450,0.3536132574081421
1768242847.796359,452,0.3733789026737213
1768242859.5997584,453,0.36808592081069946
1768242871.3602853,454,0.36503905057907104
1768242894.9810154,456,0.3618749976158142
1768242942.3569012,460,0.3851953148841858
1768242954.2096665,461,0.4050976634025574
1768243001.4442546,465,0.3822656273841858
1768243013.2824602,466,0.3982812464237213
1768243036.9116125,468,0.40128904581069946
1768243060.573949,470,0.4192773401737213
1768243108.0537684,474,0.4448828101158142
1768243119.8841112,475,0.45347654819488525
1768243155.4546785,478,0.4605078101158142
1768243167.2163475,479,0.4625195264816284
1768243179.0312128,480,0.4775781035423279
1768243190.8717678,481,0.46486327052116394
1768243214.512098,483,0.4526952803134918
1768243226.4061272,484,0.4337695240974426
1768243261.967382,487,0.44972652196884155
1768243273.8354287,488,0.4456250071525574
1768243285.7024546,489,0.43464845418930054
1768243309.377044,491,0.45556640625
1768243344.9136372,494,0.4388671815395355
1768243392.4231687,498,0.4904492199420929
1768243439.9435766,502,0.5077344179153442
1768243451.8494337,503,0.5186523199081421
1768243487.4020753,506,0.5192578434944153
1768243523.3121226,509,0.5269922018051147
1768243535.2696862,510,0.493476539850235
1768243547.1649282,511,0.49632811546325684
1768243559.0661974,512,0.5108984112739563
1768243571.0332186,513,0.5246874690055847
1768243582.9920342,514,0.5246874690055847
1768243618.8283067,517,0.5355468392372131
1768243630.8907144,518,0.5455664396286011
1768243642.8963537,519,0.5508593320846558
1768243654.892593,520,0.5470898151397705
1768243690.763221,523,0.557910144329071
1768243774.6278255,530,0.5676171779632568
1768243810.7187397,533,0.5721288919448853
1768243822.5869737,534,0.5726562738418579
1768243846.5000598,536,0.5693163871765137
1768243858.3904567,537,0.5890429615974426
1768243870.4102814,538,0.6253710985183716
1768243894.3292913,540,0.6115820407867432
1768243918.2884297,542,0.6106640100479126
1768243942.4769607,544,0.6306054592132568
1768243966.4294066,546,0.635546863079071
1768243978.3899932,547,0.6466405987739563
1768244014.555886,550,0.6463671922683716
1768244038.545119,552,0.6730077862739563
1768244074.8160377,555,0.6696093678474426
1768244086.848871,556,0.6812499761581421
1768244159.3979888,562,0.7190428972244263
1768244171.5212567,563,0.7132226228713989
1768244183.594316,564,0.7015820741653442
1768244231.9620047,568,0.7041601538658142
1768244268.096959,571,0.6986132264137268
1768244292.415289,573,0.7176562547683716
1768244328.6013863,576,0.7217187285423279
1768244376.9875968,580,0.7180078029632568
1768244425.500877,584,0.7012890577316284
1768244437.70179,585,0.7025586366653442
1768244449.8048868,586,0.7080273628234863
1768244474.0919054,588,0.7138671278953552
1768244498.234243,590,0.7071093916893005
1768244510.3517153,591,0.7165820598602295
1768244522.4115028,592,0.7312304377555847
1768244546.734731,594,0.7431836128234863
1768244571.0851572,596,0.7396484613418579
1768244595.389878,598,0.7448632717132568
1768244607.5582082,599,0.7446679472923279
1768244644.016977,602,0.7319140434265137
1768244656.133831,603,0.7364257574081421
1768244716.964991,608,0.7053124904632568
1768244741.308508,610,0.709765613079071
1768244777.9036064,613,0.7377734184265137
1768244790.1131086,614,0.7332226037979126
1768244814.4977055,616,0.775331974029541
1768244838.9121447,618,0.7695116996765137
1768244863.2290657,620,0.7773827910423279
1768244887.7972784,622,0.7433593273162842
1768244899.9726083,623,0.7614062428474426
1768244936.621977,626,0.7787694931030273
1768244961.2671056,628,0.7800390124320984
1768244973.5075495,629,0.7799413800239563
1768245022.516538,633,0.7573437094688416
1768245071.6111166,637,0.7952929735183716
1768245108.524595,640,0.7977148294448853
1768245120.8315604,641,0.7897851467132568
1768245133.1346283,642,0.8054296970367432
1768245145.449326,643,0.8011133074760437
1768245157.7370365,644,0.8001757264137268
1768245219.3504581,649,0.7754296660423279
1768245244.034176,651,0.7956836223602295
1768245256.4130716,652,0.7978515028953552
1768245268.6434903,653,0.7989844083786011
1768245280.9236174,654,0.8084765672683716
1768245293.2093284,655,0.8167187571525574
1768245330.1606388,658,0.8170312643051147
1768245354.8346243,660,0.8066992163658142
1768245441.5495007,667,0.81494140625
1768245478.5458584,670,0.8105859160423279
1768245540.6404538,675,0.8257616758346558
1768245553.1344063,676,0.8186132907867432
1768245565.422939,677,0.8063476085662842
1768245602.5465548,680,0.8055663704872131
1768245627.1510658,682,0.8257031440734863
1768245639.6511168,683,0.8250976800918579
1768245652.0655425,684,0.8207226395606995
1768245689.1255267,687,0.8221093416213989
1768245750.7090294,692,0.8206250071525574
1768245775.1236544,694,0.8134179711341858
1768245799.7334204,696,0.8329882621765137
1768245812.1239893,697,0.8347461223602295
1768245836.7125504,699,0.837831974029541
1768245873.6530628,702,0.8291601538658142
1768245885.9189334,703,0.8287695050239563
1768245910.7490726,705,0.8436523675918579
1768245960.052784,709,0.8238085508346558
1768245972.5545397,710,0.8225195407867432
1768245997.3224626,712,0.8308007717132568
1768246034.55505,715,0.8323632478713989
1768246059.3120794,717,0.8408203125
1768246096.4426103,720,0.82728511095047
1768246108.81847,721,0.8366601467132568
1768246133.616883,723,0.8365820050239563
1768246158.3246503,725,0.8461523056030273
1768246170.7351007,726,0.8432226181030273
1768246195.527532,728,0.8414843678474426
1768246207.886958,729,0.8357031345367432
1768246232.5093534,731,0.8531835675239563
1768246244.8709629,732,0.84583979845047
1768246257.2010572,733,0.8345898389816284
1768246319.120175,738,0.8345116376876831
1768246368.434113,742,0.8298046588897705
1768246380.7464619,743,0.8275585174560547
1768246393.016356,744,0.8232030868530273
1768246541.59908,756,0.8140624761581421
1768246566.4040434,758,0.7962108850479126
1768246640.9458227,764,0.8476758003234863
1768246653.5621686,765,0.8287304639816284
1768246690.9233847,768,0.8342382907867432
1768246703.342759,769,0.8286328315734863
1768246740.5919976,772,0.8349609375
1768246777.835005,775,0.849062442779541
1768246790.234366,776,0.8408398628234863
1768246814.9756224,778,0.8441015481948853
1768246827.239942,779,0.8551366925239563
1768246839.6295264,780,0.8505077958106995
1768246852.0203083,781,0.8444530963897705
1768246864.4178598,782,0.8486132621765137
1768246938.8179648,788,0.8277930021286011
1768246976.0059662,791,0.8463866710662842
1768247075.3298154,799,0.8465038537979126
1768247137.6024835,804,0.8427734375
1768247149.9188004,805,0.8481835126876831
1768247162.338679,806,0.8460155725479126
1768247174.7343512,807,0.8531836271286011
1768247212.0925372,810,0.839160144329071
1768247311.7026632,818,0.8467577695846558
1768247324.1780062,819,0.8539062142372131
1768247424.148484,827,0.8489648103713989
1768247436.6095755,828,0.8596874475479126
1768247486.581006,832,0.8646093606948853
1768247499.0458946,833,0.8685156106948853
1768247523.9934187,835,0.8597265481948853
1768247536.4286318,836,0.8714843988418579
1768247548.7890506,837,0.8567773103713989
1768247573.5743527,839,0.8331640958786011
1768247586.0531425,840,0.8496679663658142
1768247623.4975815,843,0.8470897674560547
1768247648.5444565,845,0.8712695240974426
1768247710.8555741,850,0.8800976276397705
1768247723.3093255,851,0.8749217987060547
1768247760.7794294,854,0.8856444954872131
1768247798.1964836,857,0.8839648365974426
1768247835.5765784,860,0.896289050579071
1768247860.5848558,862,0.8918749690055847
1768247898.2760663,865,0.8762304782867432
1768247910.6709971,866,0.8791406154632568
1768247960.3977108,870,0.8666796684265137
1768247972.9385123,871,0.8722070455551147
1768248135.6702335,884,0.8897851705551147
1768248148.2220166,885,0.8878710865974426
1768248160.6611526,886,0.8819531202316284
1768248210.786413,890,0.8839843273162842
1768248235.838004,892,0.8935546875
1768248273.3358676,895,0.8924413919448853
1768248298.3280497,897,0.8875780701637268
1768248310.966549,898,0.8887304067611694
1768248348.3868387,901,0.8836132287979126
1768248360.872053,902,0.8862499594688416
1768248423.6648324,907,0.8910546898841858
1768248436.1910036,908,0.8860155940055847
1768248461.2056093,910,0.8846679329872131
1768248473.6860232,911,0.8848241567611694
1768248511.126459,914,0.8848242163658142
1768248561.1626513,918,0.889453113079071
1768248573.6465526,919,0.8883007764816284
1768248598.599717,921,0.8906835913658142
1768248623.7547338,923,0.8850976228713989
1768248673.6079001,927,0.8910937309265137
1768248686.1036308,928,0.8878124356269836
1768248711.0632284,930,0.8827343583106995
1768248723.5852103,931,0.8884375095367432
1768248736.069509,932,0.8920507431030273
1768248773.5630817,935,0.906445324420929
1768248823.627294,939,0.9029296636581421
1768248848.7040172,941,0.9036327600479126
1768248861.2461517,942,0.9008398056030273
1768248898.7972662,945,0.9031640291213989
1768248948.8722115,949,0.9073241949081421
1768248986.6834216,952,0.8989062309265137
1768249024.4404385,955,0.8915624618530273
1768249037.0321715,956,0.8856444954872131
1768249087.4026268,960,0.9007226228713989
1768249112.5135758,962,0.9038671851158142
1768249125.010322,963,0.893496036529541
1768249150.065915,965,0.8930273056030273
1768249175.1806505,967,0.8990038633346558
1768249187.7173378,968,0.8946288824081421
1768249225.6017842,971,0.8971484303474426
1768249288.6250818,976,0.8954882621765137
1768249313.6590757,978,0.8950781226158142
1768249326.1564913,979,0.8892577886581421
1768249363.9452007,982,0.9101172089576721
1768249414.152599,986,0.9015429019927979
1768249464.2769673,990,0.9020702838897705
1768249489.3980572,992,0.8959179520606995
1768249514.4924688,994,0.8849023580551147
1768249539.5448427,996,0.8928320407867432
1768249564.5885596,998,0.8929492235183716
1768249577.1071508,999,0.8932616710662842
1768249614.8241918,1002,0.8920702934265137
1768249627.3524365,1003,0.8960156440734863
1768249639.9024024,1004,0.8938671350479126
1768249664.9617772,1006,0.9050585627555847
1768249727.9966116,1011,0.9033398628234863
1768249753.234226,1013,0.9043749570846558
1768249778.3301854,1015,0.9131835699081421
1768249803.5522258,1017,0.9051171541213989
1768249866.6787648,1022,0.9050976037979126
1768249917.0588331,1026,0.9083007574081421
1768249942.2560618,1028,0.8935741782188416
1768249954.847786,1029,0.8941406011581421
1768250030.1570165,1035,0.9123437404632568
1768250042.7313287,1036,0.9067773222923279
1768250055.4023905,1037,0.8964452743530273
1768250067.9368534,1038,0.8956640362739563
1768250080.5235062,1039,0.9070898294448853
1768250130.8699467,1043,0.9214843511581421
1768250168.5571294,1046,0.9247069954872131
1768250244.2115464,1052,0.9061523079872131
1768250294.6218383,1056,0.8986327648162842
1768250319.8380098,1058,0.9046874642372131
1768250332.3996868,1059,0.912890613079071
1768250345.087772,1060,0.9099999666213989
1768250370.3908432,1062,0.9165038466453552
1768250408.1926053,1065,0.9170116782188416
1768250433.4712105,1067,0.9117382764816284
1768250458.6437762,1069,0.915956974029541
1768250471.4188967,1070,0.9202538728713989
1768250484.0473976,1071,0.9209374189376831
1768250496.6881986,1072,0.9153124690055847
1768250509.3690245,1073,0.9167382717132568
1768250522.0504065,1074,0.9201171398162842
1768250560.098046,1077,0.9149608612060547
1768250572.7048328,1078,0.9149218201637268
1768250597.9075713,1080,0.9194140434265137
1768250610.4826834,1081,0.9238085746765137
1768250623.0312047,1082,0.9256836175918579
1768250661.0111115,1085,0.9246679544448853
1768250673.6036355,1086,0.9237109422683716
1768250686.1706238,1087,0.9099804162979126
1768250736.787678,1091,0.9104686975479126
1768250825.3328795,1098,0.9227929711341858
1768250850.615465,1100,0.922792911529541
1768250875.9460955,1102,0.9321874380111694
1768250888.660376,1103,0.9254101514816284
1768250901.277107,1104,0.92835932970047
1768250939.4200184,1107,0.9166796207427979
1768250964.7685294,1109,0.9217187166213989
1768250989.9675994,1111,0.9178711175918579
1768251002.4584954,1112,0.9164648056030273
1768251027.904635,1114,0.9137304425239563
1768251090.9440114,1119,0.9230272769927979
1768251116.1792872,1121,0.9172070026397705
1768251128.8196244,1122,0.9233983755111694
1768251166.5411634,1125,0.9270117282867432
1768251179.2178319,1126,0.9175585508346558
1768251204.545793,1128,0.92054682970047
1768251217.1837015,1129,0.9184374809265137
1768251242.409445,1131,0.9197655916213989
1768251255.1698742,1132,0.9132617115974426
1768251280.3448632,1134,0.9254687428474426
1768251293.0638494,1135,0.9274804592132568
1768251305.6255682,1136,0.9238476157188416
1768251343.6065118,1139,0.9263085722923279
1768251381.5365725,1142,0.9294335842132568
1768251432.2023826,1146,0.9300390481948853
1768251457.4098756,1148,0.9310156106948853
1768251482.7166831,1150,0.9263085722923279
1768251495.4739983,1151,0.9237108826637268
1768251508.0612469,1152,0.9240233898162842
1768251520.6905377,1153,0.9286718368530273
1768251609.0871644,1160,0.93177729845047
1768251634.3831234,1162,0.9294335842132568
1768251659.688233,1164,0.9279687404632568
1768251697.7307723,1167,0.9178320169448853
1768251773.5913336,1173,0.9309179782867432
1768251786.2542472,1174,0.9198241829872131
1768251811.6021376,1176,0.9331445097923279
1768251824.2144654,1177,0.9282811880111694
1768251836.917378,1178,0.9214648008346558
1768251887.5927062,1182,0.9343359470367432
1768251913.0000336,1184,0.9372069835662842
1768251938.3039858,1186,0.9339648485183716
1768251976.3897297,1189,0.9441405534744263
1768251988.9449284,1190,0.9496484398841858
1768252026.927377,1193,0.9348827600479126
1768252039.5978491,1194,0.9397851228713989
1768252052.308238,1195,0.9417773485183716
1768252077.5537345,1197,0.9366796612739563
1768252090.2879553,1198,0.9412108659744263
1768252128.5215373,1201,0.9415038824081421
